KCDR3_1,-16.3370786,66.9881276,-10.9955355
KCDR3_2,14.9006046,50.7152326,-14.44984
KCDR3_3,-8.83808197,37.2581854,-17.9694975
KCDR3_4,22.5780362,41.4570933,12.0613901
KCDR3_5,-5.64260246,34.8189508,34.2499532
KCDR3_6,0.44927081,46.4603561,7.77091447
KCDR3_7,-25.7453467,28.6231069,-14.4328036
KCDR3_8,-15.8536534,30.7212735,23.7777336
KCDR3_9,-12.5119924,34.9172487,22.1946626
KCDR3_10,-11.6198269,35.5620971,30.1449859
KCDR3_11,-20.0931995,22.7332003,22.1725876
KCDR3_12,-23.8563248,21.0095177,-14.0485126
KCDR3_13,-7.50737815,32.4724061,-12.6801276
KCDR3_14,-39.951073,16.7358537,21.0450398
KCDR3_15,-8.63270953,26.0941869,35.6744516
KCDR3_16,-15.3124603,11.2621348,35.8468663
KCDR3_17,-5.30232824,38.5659085,6.88387703
KCDR3_18,-27.3972856,17.4593261,-2.06155814
KCDR3_19,-16.4408334,35.3732079,-20.2222395
KCDR3_20,-22.4029128,10.6130384,21.290219
KCDR3_21,3.12860493,13.0123402,-23.2809258
KCDR3_22,1.76461953,10.2802746,-26.548728
KCDR3_23,-8.95783772,36.1554191,-10.0101551
KCDR3_24,-15.6791998,37.7731119,-4.09507714
KCDR3_25,-14.323113,32.3234156,-1.28969969
KCDR3_26,-32.8767361,22.3068287,11.4490138
KCDR3_27,-35.8713949,5.61795181,3.87816734
KCDR3_28,-30.833422,13.3848131,6.47314818
KCDR3_29,11.7388117,39.6396438,22.463849
KCDR3_30,19.8444201,21.7574549,13.0021548
KCDR3_31,24.1687692,9.09670325,20.9340295
KCDR3_32,20.9814249,8.12172488,28.8846448
KCDR3_33,21.0844996,-8.52774645,19.5279872
KCDR3_34,28.0451965,-9.70083111,-17.257755
KCDR3_35,36.0983641,-4.61776502,-0.0712957294
KCDR3_36,36.5241362,0.881172763,1.37130309
KCDR3_37,38.0616536,2.83516034,9.43286844
KCDR3_38,33.8651812,-16.1881839,2.2612326
KCDR3_39,34.1502173,-20.1173953,4.68177846
KCDR3_40,4.75702355,-17.4763131,15.2799706
KCDR3_41,4.67084255,-12.1658617,18.7888216
KCDR3_42,1.03358387,-28.3035148,11.8291266
KCDR3_43,0.488987272,-11.2661237,-28.5550324
KCDR3_44,-2.75309439,-23.235267,-28.0542377
KCDR3_45,-2.63804036,-12.4124057,-29.6922068
KCDR3_46,-22.3261981,-4.52194005,-20.0482247
KCDR3_47,6.96424721,10.5716548,17.1740496
KCDR3_48,4.67466887,4.30075596,19.0306534
KCDR3_49,14.8296242,-4.46706689,20.0643074
KCDR3_50,35.1459307,10.1083627,-1.41720088
KCDR3_51,11.1626032,15.1298463,-12.046854
KCDR3_52,8.48337286,2.07587475,-16.0592715
KCDR3_53,6.67886937,-25.6655216,-14.1285843
KCDR3_54,25.855552,10.5968001,-3.03224948
KCDR3_55,25.9902211,-6.2610225,-7.76199666
KCDR3_56,0.376631781,-6.58407153,-20.423863
KCDR3_57,3.0862684,5.70673519,-22.1682349
KCDR3_58,6.45019906,-16.3495521,-19.838379
KCDR3_59,9.46871278,-4.36943078,-21.5587057
KCDR3_60,21.3177473,3.02088746,-19.192949
KCDR3_61,20.3385242,8.28268337,-16.8317451
KCDR3_62,18.904032,-9.66456843,-20.0969673
KCDR3_63,18.6274584,25.4920447,-19.9488799
KCDR3_64,13.6850551,12.9747214,-26.7112058
KCDR3_65,15.904582,19.5117016,12.2002619
KCDR3_66,23.1718244,0.317806102,-1.18530075
KCDR3_67,21.2243077,6.79368359,0.0056352341
KCDR3_68,-31.5974228,-22.4798073,9.88199993
KCDR3_69,-29.7410222,-33.6955132,7.53311855
KCDR3_70,-27.9628888,-19.4130581,7.57936998
KCDR3_71,-25.3636155,-31.0446684,5.45388788
KCDR3_72,-19.9817841,-20.2766694,18.8088104
KCDR3_73,-19.9420527,-14.9572736,19.4264759
KCDR3_74,-20.4419403,-31.458109,15.5970237
KCDR3_75,10.9956018,-9.49874023,24.9386825
KCDR3_76,10.9143152,-4.50617232,26.8965166
KCDR3_77,8.98594509,-21.5866438,22.5076088
KCDR3_78,-7.50028246,-15.7247495,35.3781772
KCDR3_79,-6.84602345,-32.4643408,23.1953953
KCDR3_80,-3.27022931,-12.1693563,19.2623488
KCDR3_81,-4.16620536,-5.78249882,21.2799502
KCDR3_82,10.195137,-23.5177058,14.3522378
