LCDR3_1,-1.44183955,-42.8925737,-13.3507038
LCDR3_2,2.57085545,-46.5624723,-4.45988423
LCDR3_3,32.0946828,-31.6495911,-40.3152621
LCDR3_4,-8.26094432,-25.6201424,-31.8901219
LCDR3_5,-6.77056028,-5.97501604,-43.5360039
LCDR3_6,2.90226077,29.0949921,-18.6356324
LCDR3_7,-6.17478107,15.4114638,-18.6310908
LCDR3_8,-18.2282792,-0.8830729,-35.2199588
LCDR3_9,1.21125609,18.6642392,-39.1584226
LCDR3_10,-13.78878,-1.19582418,-15.8127069
LCDR3_11,12.9138275,-16.1065644,-39.7607362
LCDR3_12,22.9206402,-1.65084599,-34.4861423
LCDR3_13,16.9899965,2.54258635,-38.9248493
LCDR3_14,-16.7634292,18.9445962,-39.1729009
LCDR3_15,14.7493722,-1.35632615,18.6035651
LCDR3_16,15.652769,-13.5581966,27.2842142
LCDR3_17,17.2263573,-6.22584361,23.4920777
LCDR3_18,13.4961255,2.42463698,15.3416618
LCDR3_19,47.1657561,-0.363360389,-16.6632949
LCDR3_20,15.4213359,22.5934598,4.93004232
LCDR3_21,14.1854745,19.0541624,5.23176406
LCDR3_22,20.801832,17.253653,8.48246455
LCDR3_23,-8.80643541,16.8750185,1.76513492
LCDR3_24,50.6677169,-0.408914141,2.7334745
LCDR3_25,15.6559369,-15.2130231,-2.08826405
LCDR3_26,-17.6367964,-1.80029175,6.02608725
LCDR3_27,-14.2758321,-1.58336443,4.38537804
LCDR3_28,-15.3829392,-12.6003056,13.267734
LCDR3_29,9.74897461,10.2242567,1.90852637
LCDR3_30,30.7431828,16.1018458,-22.553665
LCDR3_31,33.3202635,2.01655539,-17.6188011
LCDR3_32,3.96183073,0.44975195,53.8364384
LCDR3_33,-3.29642201,6.19673813,42.482651
LCDR3_34,4.85394415,33.3419991,22.4527698
LCDR3_35,9.39381855,25.3370606,34.2239864
LCDR3_36,-32.0298003,-3.7978819,54.685306
LCDR3_37,-34.3853487,2.62894468,48.1158719
LCDR3_38,-17.5049371,75.0945826,14.6062037
LCDR3_39,-33.0584358,36.919995,16.0184339
